DeviceID,PenId,WellPlateID,WellPlateIndex,WellRow,WellColumn,Barcode,ExportCount,Species,BarcodeSet
D82699,12943,WP30105,0,E,6,C1D0F0T0,1,mm,a4_121820
D82699,16124,WP30105,0,E,6,C0D1F0T1,1,mm,a4_121820
D82699,19064,WP30105,0,E,6,C0D1F1T0,1,mm,a4_121820
D82699,9447,WP30105,0,E,6,C1D1F1T1,1,mm,a4_121820
D82699,12639,WP30105,0,E,6,C0D0F0T1,1,mm,a4_121820
D82699,3522,WP30105,0,E,6,C1D0F0T1,1,mm,a4_121820
D82699,15738,WP30105,0,E,6,C0D1F0T0,1,mm,a4_121820
D82699,1798,WP30105,0,E,6,C1D0F1T0,1,mm,a4_121820
D82699,11168,WP30105,0,E,6,C1D1F0T0,1,mm,a4_121820
D82699,14195,WP30105,0,E,6,C0D0F1T0,1,mm,a4_121820
D82699,15981,WP30105,0,E,7,C0D0F0T1,1,mm,a4_121820
D82699,16184,WP30105,0,E,7,C1D1F1T1,1,mm,a4_121820
D82699,234,WP30105,0,E,7,C1D0F0T1,1,mm,a4_121820
D82699,17716,WP30105,0,E,7,C0D1F0T1,1,mm,a4_121820
D82699,6385,WP30105,0,E,7,C1D0F1T0,1,mm,a4_121820
D82699,9566,WP30105,0,E,7,C0D0F1T1,2,mm,a4_121820
D82699,14384,WP30105,0,E,7,C0D1F1T0,1,mm,a4_121820
D82699,17615,WP30105,0,E,7,C0D1F1T1,1,mm,a4_121820
D82699,15764,WP30105,0,E,7,C0D1F0T0,1,mm,a4_121820
D82699,12622,WP30105,0,E,7,C1D1F0T0,1,mm,a4_121820
D82699,6737,WP30105,0,E,7,C1D0F0T0,1,mm,a4_121820
D82699,15761,WP30105,0,E,7,C0D0F1T0,0,mm,a4_121820
D82699,9835,WP30105,0,E,8,C1D0F0T0,1,mm,a4_121820
D82699,8240,WP30105,0,E,8,C0D1F0T1,1,mm,a4_121820
D82699,3625,WP30105,0,E,8,C0D0F1T0,1,mm,a4_121820
D82699,9667,WP30105,0,E,8,C1D0F0T1,1,mm,a4_121820
D82699,19165,WP30105,0,E,8,C0D1F1T1,1,mm,a4_121820
D82699,11179,WP30105,0,E,8,C1D0F1T0,1,mm,a4_121820
D82699,19205,WP30105,0,E,8,C0D1F0T0,2,mm,a4_121820
D82699,14161,WP30105,0,E,8,C1D1F1T1,1,mm,a4_121820
D82699,15884,WP30105,0,E,8,C0D1F1T0,1,mm,a4_121820
D82699,14281,WP30105,0,E,8,C0D0F1T1,1,mm,a4_121820
D82699,14376,WP30105,0,E,8,C0D0F0T1,1,mm,a4_121820
D82699,8014,WP30105,0,E,8,C1D1F0T0,1,mm,a4_121820
D82699,3724,WP30105,0,E,9,C0D0F1T0,2,mm,a4_121820
D82699,14293,WP30105,0,E,9,C0D1F1T0,1,mm,a4_121820
D82699,1687,WP30105,0,E,9,C1D1F0T0,1,mm,a4_121820
D82699,3460,WP30105,0,E,9,C1D0F0T1,1,mm,a4_121820
D82699,11357,WP30105,0,E,9,C0D0F1T1,1,mm,a4_121820
D82699,17696,WP30105,0,E,9,C1D0F1T0,1,mm,a4_121820
D82699,19223,WP30105,0,E,9,C0D1F1T1,1,mm,a4_121820
D82699,14406,WP30105,0,E,9,C1D1F1T1,1,mm,a4_121820
D82699,9884,WP30105,0,E,9,C1D0F0T0,1,mm,a4_121820
D82699,19292,WP30105,0,E,9,C0D1F0T0,1,mm,a4_121820
D82699,9864,WP30105,0,E,9,C0D1F0T1,1,mm,a4_121820
D82699,17475,WP30105,0,E,9,C0D0F0T1,1,mm,a4_121820
D82699,18781,WP30105,0,E,10,C0D1F0T0,0,mm,a4_121820
D82699,15867,WP30105,0,E,10,C0D0F0T1,1,mm,a4_121820
D82699,14488,WP30105,0,E,10,C1D0F0T0,1,mm,a4_121820
D82699,3372,WP30105,0,E,10,C1D0F0T1,1,mm,a4_121820
D82699,16188,WP30105,0,E,10,C0D1F1T1,1,mm,a4_121820
D82699,17565,WP30105,0,E,10,C0D1F1T0,2,mm,a4_121820
D82699,8259,WP30105,0,E,10,C1D0F1T0,1,mm,a4_121820
D82699,3702,WP30105,0,E,10,C1D1F1T1,1,mm,a4_121820
D82699,7945,WP30105,0,E,10,C1D1F0T0,1,mm,a4_121820
D82699,5267,WP30105,0,E,10,C0D1F0T1,1,mm,a4_121820
D82699,14522,WP30105,0,E,10,C0D0F1T0,1,mm,a4_121820
D82699,9806,WP30105,0,E,10,C0D0F1T1,1,mm,a4_121820
D82699,111,WP30105,0,E,11,C1D0F0T1,1,mm,a4_121820
D82699,12732,WP30105,0,E,11,C0D1F1T0,1,mm,a4_121820
D82699,1609,WP30105,0,E,11,C1D1F0T0,2,mm,a4_121820
D82699,6697,WP30105,0,E,11,C1D0F1T0,1,mm,a4_121820
D82699,6710,WP30105,0,E,11,C0D1F1T1,1,mm,a4_121820
D82699,6794,WP30105,0,E,11,C0D0F1T0,1,mm,a4_121820
D82699,12893,WP30105,0,E,11,C0D1F0T0,1,mm,a4_121820
D82699,15740,WP30105,0,E,11,C0D0F0T1,1,mm,a4_121820
D82699,9798,WP30105,0,E,11,C0D0F1T1,1,mm,a4_121820
D82699,9946,WP30105,0,E,11,C0D1F0T1,0,mm,a4_121820
D82699,9972,WP30105,0,E,11,C1D1F1T1,1,mm,a4_121820
D82699,6825,WP30105,0,E,11,C1D0F0T0,1,mm,a4_121820
D82699,11328,WP30105,0,E,12,C0D1F1T1,1,mm,a4_121820
D82699,5416,WP30105,0,E,12,C1D1F1T1,1,mm,a4_121820
D82699,11535,WP30105,0,E,12,C1D0F0T0,1,mm,a4_121820
D82699,5271,WP30105,0,E,12,C0D1F0T0,1,mm,a4_121820
D82699,11433,WP30105,0,E,12,C0D0F1T1,1,mm,a4_121820
D82699,9875,WP30105,0,E,12,C0D0F1T0,1,mm,a4_121820
D82699,11555,WP30105,0,E,12,C0D1F0T1,1,mm,a4_121820
D82699,11123,WP30105,0,E,12,C0D0F0T1,2,mm,a4_121820
D82699,15901,WP30105,0,E,12,C1D1F0T0,1,mm,a4_121820
D82699,14433,WP30105,0,E,12,C1D0F1T0,1,mm,a4_121820
D82699,19177,WP30105,0,E,12,C0D1F1T0,0,mm,a4_121820
D82699,9541,WP30105,0,E,12,C1D0F0T1,1,mm,a4_121820
D82699,15828,WP30105,0,F,1,C0D1F1T0,1,mm,a4_121820
D82699,6936,WP30105,0,F,1,C1D1F1T1,1,mm,a4_121820
D82699,15961,WP30105,0,F,1,C1D1F0T0,1,mm,a4_121820
D82699,3803,WP30105,0,F,1,C1D0F0T0,1,mm,a4_121820
D82699,11538,WP30105,0,F,1,C0D1F0T0,1,mm,a4_121820
D82699,1610,WP30105,0,F,1,C1D0F0T1,1,mm,a4_121820
D82699,8390,WP30105,0,F,1,C0D0F1T0,1,mm,a4_121820
D82699,11534,WP30105,0,F,1,C0D1F0T1,1,mm,a4_121820
D82699,8327,WP30105,0,F,1,C0D0F1T1,1,mm,a4_121820
D82699,14143,WP30105,0,F,1,C0D0F0T1,0,mm,a4_121820
D82699,14483,WP30105,0,F,1,C1D0F1T0,1,mm,a4_121820
D82699,11393,WP30105,0,F,1,C0D1F1T1,1,mm,a4_121820
D82699,11514,WP30105,0,F,2,C0D0F1T0,1,mm,a4_121820
D82699,5742,WP30105,0,F,2,C0D1F0T1,2,mm,a4_121820
D82699,13036,WP30105,0,F,2,C0D0F1T1,1,mm,a4_121820
D82699,14360,WP30105,0,F,2,C1D0F0T1,1,mm,a4_121820
D82699,3720,WP30105,0,F,2,C1D0F1T0,1,mm,a4_121820
D82699,3806,WP30105,0,F,2,C0D1F0T0,1,mm,a4_121820
D82699,3658,WP30105,0,F,2,C0D1F1T1,0,mm,a4_121820
D82699,16127,WP30105,0,F,2,C0D1F1T0,1,mm,a4_121820
D82699,6763,WP30105,0,F,2,C0D0F0T1,1,mm,a4_121820
D82699,2606,WP30105,0,F,2,C1D1F1T1,1,mm,a4_121820
D82699,16018,WP30105,0,F,2,C1D1F0T0,1,mm,a4_121820
D82699,5410,WP30105,0,F,2,C1D0F0T0,1,mm,a4_121820
D82699,411,WP30105,0,F,3,C0D1F0T1,1,mm,a4_121820
D82699,8806,WP30105,0,F,3,C1D1F1T1,1,mm,a4_121820
D82699,6850,WP30105,0,F,3,C0D0F1T1,1,mm,a4_121820
D82699,17656,WP30105,0,F,3,C1D1F0T0,1,mm,a4_121820
D82699,14298,WP30105,0,F,3,C1D0F0T1,1,mm,a4_121820
D82699,13121,WP30105,0,F,3,C0D0F1T0,1,mm,a4_121820
D82699,3664,WP30105,0,F,3,C0D0F0T1,1,mm,a4_121820
D82699,18861,WP30105,0,F,3,C0D1F1T0,1,mm,a4_121820
D82699,12985,WP30105,0,F,3,C1D0F1T0,1,mm,a4_121820
D82699,9978,WP30105,0,F,3,C0D1F0T0,1,mm,a4_121820
D82699,5202,WP30105,0,F,3,C0D1F1T1,1,mm,a4_121820
D82699,14659,WP30105,0,F,3,C1D0F0T0,1,mm,a4_121820
D82699,12731,WP30105,0,F,4,C1D0F0T1,1,mm,a4_121820
D82699,1067,WP30105,0,F,4,C1D0F0T0,1,mm,a4_121820
D82699,8731,WP30105,0,F,4,C1D1F1T1,1,mm,a4_121820
D82699,13099,WP30105,0,F,4,C0D0F1T1,1,mm,a4_121820
D82699,9816,WP30105,0,F,4,C1D1F0T0,1,mm,a4_121820
D82699,6948,WP30105,0,F,4,C0D1F0T0,1,mm,a4_121820
D82699,6820,WP30105,0,F,4,C0D1F1T1,1,mm,a4_121820
D82699,19658,WP30105,0,F,4,C0D1F0T1,1,mm,a4_121820
D82699,17240,WP30105,0,F,4,C0D1F1T0,1,mm,a4_121820
D82699,11385,WP30105,0,F,4,C0D0F0T1,1,mm,a4_121820
D82699,9975,WP30105,0,F,4,C1D0F1T0,1,mm,a4_121820
D82699,474,WP30105,0,F,4,C0D0F1T0,0,mm,a4_121820
D82699,5413,WP30105,0,F,5,C0D0F1T1,1,mm,a4_121820
D82699,10010,WP30105,0,F,5,C1D0F1T0,1,mm,a4_121820
D82699,7313,WP30105,0,F,5,C1D0F0T0,1,mm,a4_121820
D82699,12718,WP30105,0,F,5,C1D0F0T1,1,mm,a4_121820
D82699,13387,WP30105,0,F,5,C0D1F0T1,1,mm,a4_121820
D82699,5274,WP30105,0,F,5,C0D1F1T1,1,mm,a4_121820
D82699,9814,WP30105,0,F,5,C1D1F0T0,1,mm,a4_121820
D82699,2016,WP30105,0,F,5,C0D1F0T0,0,mm,a4_121820
D82699,472,WP30105,0,F,5,C0D0F1T0,1,mm,a4_121820
D82699,12904,WP30105,0,F,5,C0D0F0T1,1,mm,a4_121820
D82699,17715,WP30105,0,F,5,C0D1F1T0,2,mm,a4_121820
D82699,4125,WP30105,0,F,5,C1D1F1T1,1,mm,a4_121820
D82699,19729,WP30105,0,F,6,C0D1F0T1,1,mm,a4_121820
D82699,15703,WP30105,0,F,6,C0D1F1T0,1,mm,a4_121820
D82699,11442,WP30105,0,F,6,C0D0F0T1,1,mm,a4_121820
D82699,912,WP30105,0,F,6,C0D1F0T0,1,mm,a4_121820
D82699,8779,WP30105,0,F,6,C1D0F0T0,1,mm,a4_121820
D82699,2019,WP30105,0,F,6,C0D0F1T1,1,mm,a4_121820
D82699,3631,WP30105,0,F,6,C1D1F0T0,1,mm,a4_121820
D82699,16068,WP30105,0,F,6,C1D0F0T1,1,mm,a4_121820
D82699,5534,WP30105,0,F,6,C1D1F1T1,1,mm,a4_121820
D82699,693,WP30105,0,F,6,C0D0F1T0,1,mm,a4_121820
D82699,14645,WP30105,0,F,6,C1D0F1T0,1,mm,a4_121820
D82699,12991,WP30105,0,F,6,C0D1F1T1,1,mm,a4_121820
D82699,8357,WP30105,0,F,7,C0D1F1T1,1,mm,a4_121820
D82699,2468,WP30105,0,F,7,C0D1F0T0,1,mm,a4_121820
D82699,7277,WP30105,0,F,7,C1D0F1T0,1,mm,a4_121820
D82699,11551,WP30105,0,F,7,C0D0F0T1,1,mm,a4_121820
D82699,16415,WP30105,0,F,7,C0D1F0T1,1,mm,a4_121820
D82699,9868,WP30105,0,F,7,C1D1F0T0,1,mm,a4_121820
D82699,14197,WP30105,0,F,7,C1D0F0T1,1,mm,a4_121820
D82699,8563,WP30105,0,F,7,C0D0F1T0,1,mm,a4_121820
D82699,5224,WP30105,0,F,7,C0D1F1T0,1,mm,a4_121820
D82699,751,WP30105,0,F,7,C1D1F1T1,1,mm,a4_121820
D82699,4163,WP30105,0,F,7,C1D0F0T0,1,mm,a4_121820
D82699,1091,WP30105,0,F,7,C0D0F1T1,0,mm,a4_121820
D82699,12887,WP30105,0,F,8,C1D0F0T1,1,mm,a4_121820
D82699,2055,WP30105,0,F,8,C1D0F0T0,1,mm,a4_121820
D82699,11445,WP30105,0,F,8,C0D1F1T1,1,mm,a4_121820
D82699,5507,WP30105,0,F,8,C0D0F1T0,1,mm,a4_121820
D82699,1040,WP30105,0,F,8,C0D0F0T1,1,mm,a4_121820
D82699,8545,WP30105,0,F,8,C1D1F1T1,1,mm,a4_121820
D82699,8811,WP30105,0,F,8,C1D0F1T0,0,mm,a4_121820
D82699,499,WP30105,0,F,8,C0D0F1T1,1,mm,a4_121820
D82699,19755,WP30105,0,F,8,C0D1F0T1,1,mm,a4_121820
D82699,12971,WP30105,0,F,8,C1D1F0T0,1,mm,a4_121820
D82699,5523,WP30105,0,F,8,C0D1F0T0,1,mm,a4_121820
D82699,14468,WP30105,0,F,8,C0D1F1T0,1,mm,a4_121820
D82699,5160,WP30105,0,F,9,C1D0F0T1,1,mm,a4_121820
D82699,6860,WP30105,0,F,9,C1D1F0T0,1,mm,a4_121820
D82699,4204,WP30105,0,F,9,C0D0F0T1,1,mm,a4_121820
D82699,2592,WP30105,0,F,9,C1D0F1T0,1,mm,a4_121820
D82699,17871,WP30105,0,F,9,C0D1F0T1,1,mm,a4_121820
D82699,3751,WP30105,0,F,9,C0D1F1T0,0,mm,a4_121820
D82699,11937,WP30105,0,F,9,C0D0F1T0,1,mm,a4_121820
D82699,7193,WP30105,0,F,9,C1D0F0T0,1,mm,a4_121820
D82699,2487,WP30105,0,F,9,C0D0F1T1,1,mm,a4_121820
D82699,2388,WP30105,0,F,9,C0D1F0T0,1,mm,a4_121820
D82699,14494,WP30105,0,F,9,C0D1F1T1,1,mm,a4_121820
D82699,11899,WP30105,0,F,9,C1D1F1T1,1,mm,a4_121820
D82699,2654,WP30105,0,F,10,C0D0F0T1,1,mm,a4_121820
D82699,9979,WP30105,0,F,10,C0D1F1T0,1,mm,a4_121820
D82699,3637,WP30105,0,F,10,C1D0F0T1,1,mm,a4_121820
D82699,11885,WP30105,0,F,10,C1D1F1T1,1,mm,a4_121820
D82699,4063,WP30105,0,F,10,C1D0F0T0,1,mm,a4_121820
D82699,7089,WP30105,0,F,10,C0D0F1T1,1,mm,a4_121820
D82699,5521,WP30105,0,F,10,C0D1F0T0,0,mm,a4_121820
D82699,19710,WP30105,0,F,10,C0D0F1T0,1,mm,a4_121820
D82699,2069,WP30105,0,F,10,C1D0F1T0,1,mm,a4_121820
D82699,14542,WP30105,0,F,10,C0D1F1T1,1,mm,a4_121820
D82699,8475,WP30105,0,F,10,C1D1F0T0,1,mm,a4_121820
D82699,17879,WP30105,0,F,10,C0D1F0T1,1,mm,a4_121820
D82699,8272,WP30105,0,F,11,C1D0F0T1,1,mm,a4_121820
D82699,8784,WP30105,0,F,11,C1D1F0T0,1,mm,a4_121820
D82699,16492,WP30105,0,F,11,C0D0F1T0,1,mm,a4_121820
D82699,3828,WP30105,0,F,11,C0D1F1T1,1,mm,a4_121820
D82699,8493,WP30105,0,F,11,C0D1F1T0,1,mm,a4_121820
D82699,19924,WP30105,0,F,11,C0D1F0T1,1,mm,a4_121820
D82699,2547,WP30105,0,F,11,C1D0F1T0,0,mm,a4_121820
D82699,5463,WP30105,0,F,11,C0D1F0T0,1,mm,a4_121820
D82699,8841,WP30105,0,F,11,C0D0F0T1,1,mm,a4_121820
D82699,11823,WP30105,0,F,11,C1D1F1T1,1,mm,a4_121820
D82699,2217,WP30105,0,F,11,C0D0F1T1,1,mm,a4_121820
D82699,2231,WP30105,0,F,11,C1D0F0T0,1,mm,a4_121820
D82699,16441,WP30105,0,F,12,C1D1F1T1,2,mm,a4_121820
D82699,5386,WP30105,0,F,12,C0D1F1T1,1,mm,a4_121820
D82699,9908,WP30105,0,F,12,C1D0F0T1,0,mm,a4_121820
D82699,2172,WP30105,0,F,12,C1D1F0T0,0,mm,a4_121820
D82699,803,WP30105,0,F,12,C0D0F1T1,1,mm,a4_121820
D82699,1077,WP30105,0,F,12,C0D0F0T1,1,mm,a4_121820
D82699,18186,WP30105,0,F,12,C0D1F0T1,1,mm,a4_121820
D82699,406,WP30105,0,F,12,C0D1F1T0,1,mm,a4_121820
D82699,10359,WP30105,0,F,12,C0D1F0T0,1,mm,a4_121820
D82699,19520,WP30105,0,F,12,C0D0F1T0,1,mm,a4_121820
D82699,4010,WP30105,0,F,12,C1D0F0T0,1,mm,a4_121820
D82699,2493,WP30105,0,F,12,C1D0F1T0,1,mm,a4_121820
D82699,2637,WP30105,0,G,1,C0D0F0T1,1,mm,a4_121820
D82699,5615,WP30105,0,G,1,C1D0F1T0,1,mm,a4_121820
D82699,12982,WP30105,0,G,1,C1D0F0T1,1,mm,a4_121820
D82699,657,WP30105,0,G,1,C0D0F1T1,0,mm,a4_121820
D82699,10623,WP30105,0,G,1,C0D1F0T1,1,mm,a4_121820
D82699,8727,WP30105,0,G,1,C0D1F1T0,2,mm,a4_121820
D82699,14908,WP30105,0,G,1,C1D1F1T1,1,mm,a4_121820
D82699,8681,WP30105,0,G,1,C1D1F0T0,2,mm,a4_121820
D82699,2316,WP30105,0,G,1,C1D0F0T0,0,mm,a4_121820
D82699,5690,WP30105,0,G,1,C0D1F1T1,1,mm,a4_121820
D82699,13451,WP30105,0,G,1,C0D1F0T0,1,mm,a4_121820
D82699,16426,WP30105,0,G,1,C0D0F1T0,1,mm,a4_121820
D82699,5662,WP30105,0,G,2,C0D1F1T0,1,mm,a4_121820
D82699,818,WP30105,0,G,2,C0D0F1T1,1,mm,a4_121820
D82699,8533,WP30105,0,G,2,C1D0F0T0,1,mm,a4_121820
D82699,2189,WP30105,0,G,2,C1D0F1T0,1,mm,a4_121820
D82699,13376,WP30105,0,G,2,C0D0F1T0,1,mm,a4_121820
D82699,1003,WP30105,0,G,2,C0D1F1T1,0,mm,a4_121820
D82699,14533,WP30105,0,G,2,C1D0F0T1,1,mm,a4_121820
D82699,7242,WP30105,0,G,2,C0D0F0T1,1,mm,a4_121820
D82699,5618,WP30105,0,G,2,C1D1F0T0,1,mm,a4_121820
D82699,17900,WP30105,0,G,2,C1D1F1T1,1,mm,a4_121820
D82699,2717,WP30105,0,G,2,C0D1F0T1,1,mm,a4_121820
D82699,13333,WP30105,0,G,2,C0D1F0T0,0,mm,a4_121820
D82699,2501,WP30105,0,G,3,C0D1F1T1,1,mm,a4_121820
D82699,4003,WP30105,0,G,3,C1D0F1T0,2,mm,a4_121820
D82699,16331,WP30105,0,G,3,C1D1F1T1,1,mm,a4_121820
D82699,14843,WP30105,0,G,3,C1D0F0T0,1,mm,a4_121820
D82699,4304,WP30105,0,G,3,C0D1F0T1,1,mm,a4_121820
D82699,927,WP30105,0,G,3,C1D1F0T0,1,mm,a4_121820
D82699,13058,WP30105,0,G,3,C1D0F0T1,1,mm,a4_121820
D82699,5443,WP30105,0,G,3,C0D0F1T1,1,mm,a4_121820
D82699,19837,WP30105,0,G,3,C0D0F1T0,1,mm,a4_121820
D82699,925,WP30105,0,G,3,C0D1F1T0,1,mm,a4_121820
D82699,17963,WP30105,0,G,3,C0D1F0T0,1,mm,a4_121820
D82699,2048,WP30105,0,G,3,C0D0F0T1,1,mm,a4_121820
D82699,4382,WP30105,0,G,4,C0D1F0T1,1,mm,a4_121820
D82699,4221,WP30105,0,G,4,C1D0F0T1,1,mm,a4_121820
D82699,2395,WP30105,0,G,4,C1D0F1T0,1,mm,a4_121820
D82699,833,WP30105,0,G,4,C1D1F0T0,1,mm,a4_121820
D82699,19902,WP30105,0,G,4,C1D1F1T1,1,mm,a4_121820
D82699,638,WP30105,0,G,4,C0D1F1T1,1,mm,a4_121820
D82699,13284,WP30105,0,G,4,C0D0F1T0,1,mm,a4_121820
D82699,14808,WP30105,0,G,4,C1D0F0T0,2,mm,a4_121820
D82699,13409,WP30105,0,G,4,C0D0F1T1,1,mm,a4_121820
D82699,2532,WP30105,0,G,4,C0D1F1T0,1,mm,a4_121820
D82699,19527,WP30105,0,G,4,C0D1F0T0,1,mm,a4_121820
D82699,2046,WP30105,0,G,4,C0D0F0T1,1,mm,a4_121820
D82699,2095,WP30105,0,G,5,C1D0F0T1,1,mm,a4_121820
D82699,839,WP30105,0,G,5,C0D1F1T1,1,mm,a4_121820
D82699,486,WP30105,0,G,5,C0D0F0T1,1,mm,a4_121820
D82699,16360,WP30105,0,G,5,C0D1F0T0,1,mm,a4_121820
D82699,16317,WP30105,0,G,5,C1D0F0T0,1,mm,a4_121820
D82699,2313,WP30105,0,G,5,C1D1F0T0,0,mm,a4_121820
D82699,15010,WP30105,0,G,5,C1D0F1T0,1,mm,a4_121820
D82699,11880,WP30105,0,G,5,C0D0F1T1,1,mm,a4_121820
D82699,1448,WP30105,0,G,5,C0D1F0T1,1,mm,a4_121820
D82699,16288,WP30105,0,G,5,C1D1F1T1,1,mm,a4_121820
D82699,16398,WP30105,0,G,5,C0D0F1T0,1,mm,a4_121820
D82699,845,WP30105,0,G,5,C0D1F1T0,1,mm,a4_121820
D82699,7093,WP30105,0,G,6,C0D1F1T0,0,mm,a4_121820
D82699,15049,WP30105,0,G,6,C1D1F1T1,1,mm,a4_121820
D82699,887,WP30105,0,G,6,C0D0F0T1,1,mm,a4_121820
D82699,5536,WP30105,0,G,6,C0D1F1T1,2,mm,a4_121820
D82699,1326,WP30105,0,G,6,C0D1F0T1,1,mm,a4_121820
D82699,738,WP30105,0,G,6,C1D1F0T0,1,mm,a4_121820
D82699,19584,WP30105,0,G,6,C1D0F1T0,1,mm,a4_121820
D82699,17790,WP30105,0,G,6,C1D0F0T0,1,mm,a4_121820
D82699,2582,WP30105,0,G,6,C1D0F0T1,1,mm,a4_121820
D82699,19848,WP30105,0,G,6,C0D1F0T0,1,mm,a4_121820
D82699,19516,WP30105,0,G,6,C0D0F1T1,1,mm,a4_121820
D82699,11691,WP30105,0,G,6,C0D0F1T0,1,mm,a4_121820
D82699,19777,WP30105,0,G,7,C1D0F1T0,0,mm,a4_121820
D82699,8682,WP30105,0,G,7,C1D0F0T1,1,mm,a4_121820
D82699,3961,WP30105,0,G,7,C0D1F1T0,1,mm,a4_121820
D82699,10425,WP30105,0,G,7,C1D1F1T1,1,mm,a4_121820
D82699,11590,WP30105,0,G,7,C1D0F0T0,1,mm,a4_121820
D82699,11702,WP30105,0,G,7,C0D1F0T0,1,mm,a4_121820
